ptp,condition,hidden_pa_img_type,hidden_pa_img_row_number_across_blocks,border_dist_closest,counterbalancing,mouse_error_mean,mouse_error_sd,mouse_error_n,y_hat_three_param,y_hat_two_param
sub_001,schema_2_2,all_pa,5,3,cb3,75.34533662592351,NA,2,NA,NA
sub_001,schema_2_2,all_pa,5,4,cb3,163.0008157940189,217.09720674799578,2,NA,NA
sub_001,schema_2_2,all_pa,5,all,cb3,118.0091131224016,130.1366967176232,6,83.1712422852273,83.17268570643779
sub_001,schema_2_2,all_pa,6,1,cb3,22.592501877727916,NA,1,NA,NA
sub_001,schema_2_2,all_pa,6,2,cb3,NA,NA,1,NA,NA
sub_001,schema_2_2,all_pa,6,3,cb3,22.8493007197027,1.8614980775659153,2,NA,NA
sub_001,schema_2_2,all_pa,6,4,cb3,167.01506635483992,209.41286187067928,2,NA,NA
sub_001,schema_2_2,all_pa,6,all,cb3,80.46424720536262,131.1748866086889,6,70.98478187189582,70.98664604416031
sub_001,schema_2_2,all_pa,7,1,cb3,30.497345831482797,NA,1,NA,NA
sub_001,schema_2_2,all_pa,7,2,cb3,33.22652790112235,NA,1,NA,NA
sub_001,schema_2_2,all_pa,7,3,cb3,13.204633743729705,14.456993609811581,2,NA,NA
sub_001,schema_2_2,all_pa,7,4,cb3,164.58163045652262,215.64748154655027,2,NA,NA
sub_001,schema_2_2,all_pa,7,all,cb3,69.88273368885163,121.62919327681004,6,60.583912407171084,60.586043047649945
sub_001,schema_2_2,all_pa,8,1,cb3,1.5556976088615178,NA,1,NA,NA
sub_001,schema_2_2,all_pa,8,2,cb3,9.447414677889169,NA,1,NA,NA
sub_001,schema_2_2,all_pa,8,3,cb3,16.480690482093074,19.947949568794083,2,NA,NA
sub_001,schema_2_2,all_pa,8,4,cb3,36.023453569163436,17.925445879521636,2,NA,NA
sub_001,schema_2_2,all_pa,8,all,cb3,19.33523339821062,18.47383755140119,6,51.7070045969343,51.709283600864794
sub_001,schema_2_2,far,1,all,cb3,142.8008737221857,NA,2,146.272433350038,146.213135048733
sub_001,schema_2_2,far,2,all,cb3,125.35565512617308,73.70923343348122,2,108.28105575881625,108.31817838892567
sub_001,schema_2_2,far,3,all,cb3,44.23247905996502,7.732204400221571,2,80.18027460419864,80.24469050324761
sub_001,schema_2_2,far,4,all,cb3,93.2850918088896,35.45427031597021,2,59.395192525938626,59.44718097863003
sub_001,schema_2_2,far,5,all,cb3,42.417622675888346,46.566819646081484,2,44.02125560144802,44.03988979386702
sub_001,schema_2_2,far,6,all,cb3,20.23541723214546,1.8350914010006192,2,32.64973752573002,32.62580094005071
sub_001,schema_2_2,far,7,all,cb3,17.761552934977054,8.012536686911343,2,24.238656877910472,24.169971631673977
sub_001,schema_2_2,far,8,all,cb3,26.967135062457935,5.117877422168257,2,18.01729951884414,17.90569156445716
sub_001,schema_2_2,near,1,all,cb3,21.651304935035608,5.467676931740284,2,7.408113932132011,90.2951288662033
sub_001,schema_2_2,near,2,all,cb3,34.307462800040625,NA,2,81.33592986412268,96.59523026342629
sub_001,schema_2_2,near,3,all,cb3,160.9412011110379,198.08206728071357,2,116.5841171189317,103.33490440520015
sub_001,schema_2_2,near,4,all,cb3,31.70176884833978,41.95476632705329,2,133.3901689288898,110.54482130547692
sub_001,schema_2_2,near,5,all,cb3,316.5117228621846,NA,2,141.40315908345332,118.25779089649849
sub_001,schema_2_2,near,6,all,cb3,169.62894984239716,205.71627239211276,2,145.22368825611045,126.50891233587878
sub_001,schema_2_2,near,7,all,cb3,160.02471126527527,222.0919384694505,2,147.0452857968002,135.33573373118827
sub_001,schema_2_2,near,8,all,cb3,25.53700898879858,32.75551802614746,2,147.9138088338692,144.77842300889515
sub_001,schema_2_2,near_far_combined,1,all,cb3,62.03449453075231,70.05250710207129,4,91.4472195710139,91.4496174177462
sub_001,schema_2_2,near_far_combined,2,all,cb3,95.00625768412893,74.0255585724362,4,88.9857636273342,88.9882418666675
sub_001,schema_2_2,near_far_combined,3,all,cb3,102.58684008550146,132.8121708352094,4,86.59056191636003,86.59311448342719
sub_001,schema_2_2,near_far_combined,4,all,cb3,62.493430328614686,47.64351431222971,4,84.25983109382199,84.26245219199691
sub_001,schema_2_2,near_far_combined,5,all,cb3,133.7823227379871,161.63774187449894,4,81.99183581716554,81.994519908017
sub_001,schema_2_2,near_far_combined,6,all,cb3,94.93218353727131,146.78894131044783,4,79.78488745350401,79.78762924709592
sub_001,schema_2_2,near_far_combined,7,all,cb3,88.89313210012617,152.3459178923509,4,77.63734282234904,77.64013726787607
sub_001,schema_2_2,near_far_combined,8,all,cb3,26.252072025628255,19.158652449621567,4,75.54760297218289,75.55044524892992
